,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
3690,241411447,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1300,14,Pacific,1428,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,26,F,W,101.0,STREET,,,IC,Invest Cont,745,,,,10800    ROSE                         AV,,34.0257,-118.4156
3691,240114811,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2235,1,Central,138,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 0311,0,X,X,744.0,HIGH-RISE BUILDING,,,IC,Invest Cont,745,,,,400 E  3RD                          ST,,34.0473,-118.2425
3692,240910379,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,501,9,Van Nuys,939,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,13000    KILLION                      ST,,34.1712,-118.416
3693,241214138,08/05/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2205,12,77th Street,1249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,F,B,403.0,DRUG STORE,,,IC,Invest Cont,440,,,,6600    DENVER                       AV,,33.9795,-118.2838
3694,240710132,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,134,7,Wilshire,779,1,330,BURGLARY FROM VEHICLE,1300 1307 1822 0344,20,F,H,101.0,STREET,,,IC,Invest Cont,330,,,,3400    VENICE                       BL,,34.0436,-118.3213
3695,241411321,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,528,14,Pacific,1496,1,330,BURGLARY FROM VEHICLE,0344 1300,44,F,W,503.0,HOTEL,,,IC,Invest Cont,330,,,,9800    AIRPORT                      BL,,33.9472,-118.3909
3696,240211977,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1430,2,Rampart,246,2,888,TRESPASSING,2004 1822 1501 0910,0,X,X,904.0,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
3697,242010210,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1,20,Olympic,2056,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,12TH                         ST,NEW HAMPSHIRE,34.0491,-118.2926
3698,240114713,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,815,1,Central,153,2,888,TRESPASSING,0910,0,X,X,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
3699,240610636,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,900,6,Hollywood,631,2,354,THEFT OF IDENTITY,1822 0929 0930 1501,65,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800    RISING GLEN                  RD,,34.1042,-118.3841
3700,240211983,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2100,2,Rampart,291,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,2100 W  PICO                         BL,,34.0473,-118.2827
3701,241711259,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1559,17,Devonshire,1715,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0344 1602 0385,65,M,C,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,12300    LOUISE                       AV,,34.2939,-118.5172
3702,240710169,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,7,Wilshire,762,1,330,BURGLARY FROM VEHICLE,0344 0321 0358 1822,33,M,K,101.0,STREET,,,IC,Invest Cont,330,,,,1400 S  CRESCENT HEIGHTS             BL,,34.0525,-118.3721
3703,240910385,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1045,9,Van Nuys,964,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,AA,Adult Arrest,510,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
3704,241411334,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1800,14,Pacific,1497,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1300,63,F,B,710.0,OTHER PREMISE,,,IC,Invest Cont,341,,,,CENTURY,LA CIENEGA,33.9454,-118.3701
3705,240114719,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,930,1,Central,153,2,888,TRESPASSING,0910,0,X,X,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
3706,241213530,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,548,12,77th Street,1269,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,49,M,B,101.0,STREET,,,IC,Invest Cont,740,,,,700 E  80TH                         ST,,33.9665,-118.263
3707,241213540,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,12,77th Street,1257,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,76TH,FIGUEROA,33.9708,-118.2827
3708,240212070,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1311,2,Rampart,212,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,32,M,W,108.0,PARKING LOT,,,IC,Invest Cont,341,,,,300 N  VIRGIL                       AV,,34.0768,-118.2868
3709,240115418,07/26/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,600 N  BROADWAY,,34.0585,-118.2403
3710,240712687,11/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1420,7,Wilshire,782,2,354,THEFT OF IDENTITY,0928 1822,59,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2000    STEARNS                      DR,,34.0399,-118.3748
3711,241311304,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1330,13,Newton,1323,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,2300    STANFORD                     AV,,34.0232,-118.2578
3712,241609361,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2230,16,Foothill,1675,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,10800    DORA                         ST,,34.2297,-118.367
3713,240408852,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,400,4,Hollenbeck,469,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,3400 E  5TH                          ST,,34.0324,-118.198
3714,241411431,07/19/2024 12:00:00 AM,07/16/2024 12:00:00 AM,700,14,Pacific,1495,1,330,BURGLARY FROM VEHICLE,1822 0358 0344 1300,39,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,6100 W  94TH                         ST,,33.9523,-118.3906
3715,240409098,07/29/2024 12:00:00 AM,07/16/2024 12:00:00 AM,245,4,Hollenbeck,497,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0342 0325,0,X,X,402.0,MARKET,,,IC,Invest Cont,442,,,,3400 E  OLYMPIC                      BL,,34.0188,-118.2051
3716,242110490,07/22/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1130,21,Topanga,2139,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,53,F,W,208.0,AUTO SALES LOT,,,AO,Adult Other,956,,,,20200    SATICOY                      ST,,34.2084,-118.5732
3717,242010407,07/23/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1424,20,Olympic,2033,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,33,F,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,700 S  SERRANO                      AV,,34.0577,-118.3066
3718,241512100,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,15,N Hollywood,1539,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,5700    CAHUENGA                     BL,,34.174,-118.3616
3719,240408863,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1855,4,Hollenbeck,421,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,343,,,,2100 N  BROADWAY,,34.0732,-118.2189
3720,240510180,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1600,5,Harbor,508,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,23600 S  WESTERN                      AV,,33.8108,-118.3087
3721,241711480,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1000,17,Devonshire,1737,2,354,THEFT OF IDENTITY,0930 1822,45,M,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,16800    SAN FERNANDO MISSION         BL,,34.272,-118.4978
3722,241411744,07/30/2024 12:00:00 AM,07/16/2024 12:00:00 AM,920,14,Pacific,1488,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,5700 W  CENTURY                      BL,,33.9456,-118.3797
3723,241411399,07/19/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2300,14,Pacific,1483,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344 0358,56,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,7400 W  91ST                         ST,,33.9546,-118.4248
3724,241711356,07/19/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1145,17,Devonshire,1797,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1602 0344,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,341,,,,16600    ROSCOE                       PL,,34.2213,-118.494
3725,241711489,07/25/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1117,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 2028,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11100    BALBOA                       BL,,34.2757,-118.5144
3726,240910445,07/20/2024 12:00:00 AM,07/16/2024 12:00:00 AM,430,9,Van Nuys,989,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,55,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4400    WOODMAN                      AV,,34.1504,-118.4312
3727,241711284,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1154,17,Devonshire,1764,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 0325,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,343,,,,9300    TAMPA                        AV,,34.244,-118.5583
3728,241411365,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2300,14,Pacific,1412,1,480,BIKE - STOLEN,0344,24,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,200    HAMPTON                      DR,,33.9933,-118.4765
3729,240408845,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1124,4,Hollenbeck,401,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,28,M,B,504.0,OTHER RESIDENCE,,,IC,Invest Cont,420,,,,3600    GRIFFIN                      AV,,34.0898,-118.2075
3730,240408861,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1400,4,Hollenbeck,477,1,330,BURGLARY FROM VEHICLE,1300 0385 0344,47,M,H,229.0,CHECK CASHING*,,,IC,Invest Cont,330,,,,WHITTIER,S  SOTO                         ST,34.0342,-118.2154
3731,240610562,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1900,6,Hollywood,678,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,700 N  HOBART                       BL,,34.0835,-118.3051
3732,241213517,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,925,12,77th Street,1239,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352 0378 1822,36,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,442,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
3733,240212015,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1730,2,Rampart,204,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,33,F,W,402.0,MARKET,,,IC,Invest Cont,341,,,,MALTMAN                      AV,SUNSET                       BL,34.0898,-118.2769
3734,240114917,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1611,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
3735,240114703,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,640,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
3736,240911134,08/24/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2125,9,Van Nuys,906,2,354,THEFT OF IDENTITY,1822 0930 0929 0928,53,M,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7200    MAPLE                        RD,,34.2019,-118.4409
3737,240610598,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2130,6,Hollywood,678,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,700 N  HARVARD                      BL,,34.0835,-118.304
3738,240114730,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1850,1,Central,138,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,745,998.0,,,2ND,CENTRAL,34.0477,-118.2394
3739,241311344,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1900,13,Newton,1324,1,330,BURGLARY FROM VEHICLE,0344 1300 1822,37,F,H,101.0,STREET,,,IC,Invest Cont,330,,,,1300 E  22ND                         ST,,34.0216,-118.2531
3740,240217154,11/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1715,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0104,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788
3741,240211974,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1030,2,Rampart,266,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 1608 0385,39,F,H,101.0,STREET,,,IC,Invest Cont,331,,,,800 S  BURLINGTON                   AV,,34.0534,-118.2745
3742,240212018,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1715,2,Rampart,217,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,23,F,W,101.0,STREET,,,IC,Invest Cont,331,,,,600 N  BONNIE BRAE                  ST,,34.072,-118.2645
3743,240312379,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1400,3,Southwest,327,1,480,BIKE - STOLEN,1251 0344,28,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1100 W  28TH                         ST,,34.0294,-118.284
3744,240710356,07/27/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1113,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,100    LA CIENEGA                   BL,,34.0734,-118.3765
3745,240409559,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1850,4,Hollenbeck,469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,3400 E  4TH                          ST,,34.034,-118.1969
3746,241512103,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2200,15,N Hollywood,1503,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,7000    LAUREL CANYON                BL,,34.2003,-118.4002
3747,240114764,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2100,1,Central,185,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,9TH,MAIN,34.0423,-118.2561
3748,241010008,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,800,10,West Valley,1024,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,RESEDA                       BL,GAULT,34.1993,-118.536
3749,242010286,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,703,20,Olympic,2029,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,42,M,K,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 S  VIRGIL                       AV,,34.0637,-118.287
3750,240300820,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1730,3,Southwest,395,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0553 1501 2002,3,M,B,101.0,STREET,,,AA,Adult Arrest,237,,,,GRAMERCY                     PL,41ST                         ST,34.0099,-118.3138
3751,242010249,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,610,20,Olympic,2038,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0352 1221 1606 0386,32,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,3100    WILSHIRE                     BL,,34.0618,-118.2891
3752,242110393,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1835,21,Topanga,2156,1,330,BURGLARY FROM VEHICLE,0344 0923 0354 1609,50,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330,,,,6500    TOPANGA CANYON               BL,,34.1886,-118.6059
3753,241910157,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,450,19,Mission,1977,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,8900    SNOWDEN                      AV,,34.2309,-118.4355
3754,240312424,07/19/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1100,3,Southwest,335,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,2800    6TH                          AV,,34.0296,-118.3236
3755,240710184,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,7,Wilshire,713,1,330,BURGLARY FROM VEHICLE,0344,27,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,400 N  FAIRFAX                      AV,,34.0782,-118.3615
3756,240114715,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,825,1,Central,153,2,888,TRESPASSING,0910,0,X,X,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
3757,240610627,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1,6,Hollywood,646,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,1500    VINE                         ST,,34.0987,-118.3337
3758,241411335,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1200,14,Pacific,1412,1,330,BURGLARY FROM VEHICLE,0344 1300,30,M,O,101.0,STREET,,,IC,Invest Cont,330,,,,PACIFIC,WAVECREST,33.9905,-118.4745
3759,241109344,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,30,11,Northeast,1148,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,57,M,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,740,,,,600    SUNNYHILL                    DR,,34.1064,-118.2094
3760,240114701,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,640,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
3761,240216803,11/06/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1255,2,Rampart,201,2,354,THEFT OF IDENTITY,0100 1822 0344,47,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 N  EDGEMONT                     ST,,34.0858,-118.296
3762,240114707,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,620,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
3763,241412296,08/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,745,14,Pacific,1416,2,354,THEFT OF IDENTITY,0377,55,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13100    DEWEY                        ST,,34.0113,-118.4527
3764,240409027,07/25/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1337,4,Hollenbeck,478,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,39,F,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,3200    INEZ                         ST,,34.0315,-118.2027
3765,242010196,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,5,20,Olympic,2023,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,400 S  KINGSLEY                     DR,,34.0672,-118.3028
3766,240610816,07/26/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1218,6,Hollywood,668,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0104 1501,0,X,X,406.0,OTHER STORE,,,IC,Invest Cont,442,,,,5500 W  SUNSET                       BL,,34.0981,-118.3092
3767,240610763,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,6,Hollywood,656,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 1501,22,M,H,102.0,SIDEWALK,,,IC,Invest Cont,330,,,,6000    BARTON                       AV,,34.088,-118.3244
3768,240312373,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1330,3,Southwest,379,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0345,23,X,X,248.0,CELL PHONE STORE,,,IC,Invest Cont,442,,,,1000 W  MARTIN LUTHER KING JR        BL,,34.0145,-118.2937
3769,241109985,08/14/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2000,11,Northeast,1181,2,922,CHILD STEALING,0913 1814,33,M,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,922,,,,2500    RESERVOIR                    ST,,34.0814,-118.2679
3770,240710142,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,530,7,Wilshire,766,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,VICTORIA PARK,NADEAU,34.0472,-118.3326
3771,241411336,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,745,14,Pacific,1443,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,36,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,2400    GRANDVIEW                    AV,,33.9926,-118.4556
3772,240809791,07/24/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1045,8,West LA,833,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,39,F,O,145.0,MAIL BOX,,,IC,Invest Cont,440,,,,1300    MIDVALE                      AV,,34.0566,-118.4445
3773,240809667,07/19/2024 12:00:00 AM,07/16/2024 12:00:00 AM,939,8,West LA,807,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,44,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,956,,,,2800 N  BEVERLY GLEN                 BL,,34.1245,-118.4457
3774,242010453,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,800,20,Olympic,2034,2,888,TRESPASSING,0910 2004 1822,0,X,X,921.0,MTA - PURPLE LINE - WILSHIRE/NORMANDIE,,,IC,Invest Cont,888,,,,3500    WILSHIRE                     BL,,34.0617,-118.3004
3775,240212084,07/19/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2100,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,600    ST PAUL                      AV,,34.0535,-118.2608
3776,241411320,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,955,14,Pacific,1494,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,42,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,600    WORLD                        WY,,33.9429,-118.403
3777,241411329,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1340,14,Pacific,1427,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,B,710.0,OTHER PREMISE,,,IC,Invest Cont,440,,,,3100 S  SEPULVEDA                    BL,,34.0265,-118.428
3778,241910155,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,30,19,Mission,1982,1,210,ROBBERY,0330 0916 1822 1202,64,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,15300    PARTHENIA                    ST,,34.2301,-118.4633
3779,241411945,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2208,14,Pacific,1409,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,F,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,3700 S  CANFIELD                     AV,,34.0284,-118.3959
3780,240408853,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,900,4,Hollenbeck,448,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,1200    RICARDO                      ST,,34.0565,-118.2006
3781,240510159,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,600,5,Harbor,529,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,ANAHEIM,HENRY FORD,33.7811,-118.2417
3782,240610574,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1840,6,Hollywood,637,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,6200    HOLLYWOOD                    BL,,34.103,-118.3225
